word,sum of current price,occurence
公對,101630,1
耀麟,101630,1
轉接座,101630,1
沒關係,101630,1
端頭,101630,1
大囉,101630,1
端孔,101630,1
文件檔,101630,1
劇院組,101630,1
心所欲,101630,1
形象展,101630,1
高店,101630,1
束口,151880,1
綿繩,151880,1
日元,151880,1
遊俠,151880,1
軟綿束,151880,1
口繩,151880,1
粗厚,151880,1
綿墊,151880,1
束壓,151880,1
蔡依霖,25200,1
莊景涵,25200,1
陳奕葭,25200,1
服裝師,25200,1
德米安,25200,1
陰鬱,25200,1
戴安,25200,1
破蛹,25200,1
自白書,25200,1
細聽,25200,1
拾月,25200,1
曹于容,25200,1
吳卉妮,25200,1
製片組,25200,1
林倢妤,25200,1
黃益隆,25200,1
林容璿,25200,1
莊詠晴,25200,1
李念蓁,25200,1
顏雍恩,25200,1
顧源宸,25200,1
杜可筠,25200,1
朱佑詰,25200,1
小胖箱,1427531,1
奧莉薇閣,1427531,1
三七,1427531,1
破箱,1427531,1
箱底,1427531,1
阿貴師,1427531,1
護角,1427531,1
過失,1427531,1
超好,1427531,1
斜拉,1427531,1
正妹,1427531,1
疏失,1427531,1
東森,1427531,1
寄物櫃,1427531,1
吸得起,2604000,1
帕數,2604000,1
續航約,2604000,1
金江南,2604000,1
而有力,2604000,1
初效,2604000,1
一百五十萬,2604000,1
中島區,2604000,1
保齡,2604000,1
龄球,2604000,1
一坨坨,2604000,1
碎成,2604000,1
粉超,2604000,1
手持界,2604000,1
用吸力,2604000,1
伸管,2604000,1
關機鍵,2604000,1
吸嘴管,2604000,1
轉鎖,2604000,1
回吸,2604000,1
濾網蓋,2604000,1
直衝,2604000,1
大關,2604000,1
富士,17747,1
処理,17747,1
抗菌膜,17747,1
直後,17747,1
続性,17747,1
軟片,17747,1
滅菌膜,17747,1
依頼,17747,1
減菌膜,17747,1
黄色,17747,1
生産,17747,1
球菌,17747,1
保護貼,17747,1
下生,17747,1
抗歯,17747,1
験曲液,17747,1
宛名,17747,1
清浄化,17747,1
勤弦獎,25000,1
初賽,25000,1
決賽,25000,1
鋼弦,25000,1
伸展操,25000,1
勤弦,25000,1
士子,25000,1
跑校,25000,1
自唱組,25000,1
團體組,25000,1
高中組,25000,1
演奏組,25000,1
勤弦卡,25000,1
自彈,25000,1
弦音,25000,1
吉他社,25000,1
孫藝瑄,25000,1
賽制,25000,1
晉級,25000,1
執法人,26200,1
贊助金,26200,1
楊鴻昇,26200,1
有罪,26200,1
眾評會,26200,1
尋遊,26200,1
執法員,26200,1
被告,26200,1
尋短,26200,1
判決,26200,1
離婚,26200,1
妄下,26200,1
定論,26200,1
紛爭,26200,1
刑事,26200,1
權限值,26200,1
永垂清史,26200,1
跳樓,26200,1
個版,26200,1
鴻昇,26200,1
獨子,26200,1
告理,26200,1
執法長,26200,1
亂飛,1194660,1
中培,1194660,1
手網,1194660,1
土炮,1194660,1
好不好喝,1194660,1
炒菜鍋,1194660,1
中深,1194660,1
紛飛,1194660,1
功綠,1194660,1
淺焙豆,1194660,1
爆裂聲,1194660,1
濃煙,1194660,1
單周,1194660,1
代購買,1194660,1
亮眼紅,26610,1
恰到好處,26610,1
能見度,26610,1
數字型,26610,1
隨心選,26610,1
總容量,26610,1
定電,26610,1
市場性,26610,1
華氏度,26610,1
簡寫,26610,1
原產,26610,1
燒傷,26610,1
佔有率,26610,1
終旨,26610,1
抗日衣,3440,1
伸下來,3440,1
絆倒,3440,1
頭罩,3440,1
中暑,3440,1
淺藍色,3440,1
豔陽,3440,1
背到,3440,1
實審,3440,1
秒脫,3440,1
遮好,3440,1
開創性,453020,1
批准,453020,1
詳讀,453020,1
外箱,453020,1
手繪版,3980,1
金萱,3980,1
杉林溪,3980,1
浣菁堂,3980,1
拾種,3980,1
文山,3980,1
紅水,3980,1
適製性,3980,1
茶禮,3980,1
台灣灯,3980,1
玻珀,3980,1
落喉,3980,1
紅烏龍,3980,1
漫菁,3980,1
北迴歸線,3980,1
博用,3980,1
菁堂,3980,1
冼菁堂,3980,1
喜義市,3980,1
拾位,3980,1
熟果,3980,1
焙火,3980,1
重韻,3980,1
紅香,3980,1
季春,3980,1
设器,3980,1
王詩如,516342,1
傑恩,516342,1
脫殼機,516342,1
瓜國,516342,1
銹病,516342,1
竹管,516342,1
重金,516342,1
提繩,351499,1
壁身,351499,1
抗滑制,351499,1
微吸盤,351499,1
上寬,351499,1
溝紋,351499,1
抗滑,351499,1
餐碗,351499,1
震吸盤,351499,1
震微,351499,1
包芯,351499,1
烈日紅,351499,1
顧及,351499,1
自由度,351499,1
提攜,351499,1
特多龍,351499,1
配飾,351499,1
收入制,115550,1
闖關賽,115550,1
安全網,115550,1
生存權,115550,1
主動權,115550,1
紀念組,115550,1
理事,115550,1
制度,115550,1
議程,115550,1
書途,115550,1
包裹住,115550,1
散散,115550,1
全球網,115550,1
聊聊,115550,1
零零,115550,1
主張,115550,1
極致款,55840,1
單速車,55840,1
輕騎,55840,1
實車,55840,1
工作架,55840,1
兩用架,55840,1
車鎖,55840,1
中置,55840,1
座管,55840,1
融合為,55840,1
耶耶耶耶耶,55840,1
狂悅,55840,1
交車禮,55840,1
內銷版,55840,1
車界,55840,1
著色出,55840,1
截色,55840,1
條輪組,55840,1
貨架,55840,1
貨箱,55840,1
包預熱,55840,1
溝爪,55840,1
停放,55840,1
駐車欄,55840,1
夜中,55840,1
碟輪,55840,1
金心,0,1
會計,0,1
報表,0,1
資訊化,0,1
預付,0,1
帳務,0,1
企業主,0,1
負債表,0,1
損益表,0,1
帳冊,0,1
應收,0,1
銷貨,0,1
営業,0,1
故事機,6949050,1
換幻,6949050,1
故事燈,6949050,1
名著,6949050,1
芽比,6949050,1
大耳象,6949050,1
媽味,6949050,1
回题,6949050,1
超愛,6949050,1
幻燈片,6949050,1
小寶貝,6949050,1
啟蒙,6949050,1
馬桶刷,880928,1
牆掛式,880928,1
站立式,880928,1
髒水,880928,1
抗污力,880928,1
沖水,880928,1
團購價,880928,1
滴滿,880928,1
高疏水性,880928,1
刷洗完,880928,1
刷頭處,880928,1
刷底座,880928,1
矽膠式,880928,1
設計處,880928,1
單入嘖,880928,1
檳能,349319,1
檳能盒,349319,1
檳能衫,349319,1
菁仔,349319,1
腰扣帶,349319,1
檳榔攤,349319,1
財哥,349319,1
美女圖,349319,1
奧視,349319,1
女權,349319,1
定情,349319,1
拎娘,349319,1
施華洛世奇,349319,1
腰掛,349319,1
重磅精,349319,1
梳綿,349319,1
石原,349319,1
抬槓,349319,1
週報,349319,1
汗衫,349319,1
申明,349319,1
自助餐,349319,1
體液,349319,1
反射器,9076020,1
彈力褲,9076020,1
保暖版,9076020,1
腰臀,9076020,1
恆溫棉,9076020,1
底貼,9076020,1
四合扣,9076020,1
探測器,9076020,1
高管,9076020,1
熱氣球,9076020,1
寒風,9076020,1
調節繩,9076020,1
品潔,219604,1
種子紙,219604,1
動植物,219604,1
尿垢,219604,1
高生物,219604,1
洗顔,219604,1
消臭劑,219604,1
消臭力,219604,1
油垢,219604,1
打造品,219604,1
柿單寧,219604,1
蕪蕪,219604,1
芳蹤,219604,1
櫻花鉤吻鮭,219604,1
林單寧,219604,1
精油膏,33300,1
醒醒,33300,1
大尾,33300,1
沃沃,33300,1
神來,33300,1
觀世音,33300,1
顯靈,33300,1
達摩,33300,1
祖師,33300,1
塗抹,33300,1
芬多,33300,1
潤澤膏,33300,1
大日,33300,1
哪吒,33300,1
中西方,33300,1
百草,33300,1
如來,33300,1
三太子,33300,1
祈願,33300,1
轉換率,7823735,1
衰退率,7823735,1
升壓,7823735,1
測溫線,7823735,1
建盞,1568890,1
燒制,1568890,1
窯變,1568890,1
福建,1568890,1
深淵,1568890,1
富鐵,1568890,1
鐵質,1568890,1
變幻,1568890,1
天目,1568890,1
星空杯,1568890,1
深淵杯,1568890,1
曜變,1568890,1
美院,1568890,1
氧化鐵,1568890,1
含鐵量,1568890,1
釉水,1568890,1
孫文炸,1568890,1
預測,1568890,1
斑紋,1568890,1
釉層,1568890,1
燒出,1568890,1
宋代,1568890,1
相生,1568890,1
墨水匣,2541900,1
印表機,2541900,1
行動式,2541900,1
親膚型,2541900,1
墨盒,2541900,1
纖細,2541900,1
隨心,2541900,1
張璃,2541900,1
印起來,2541900,1
測試給,2541900,1
立印立擦,2541900,1
豎型,2541900,1
用心立馬,2541900,1
絢麗紅,2541900,1
輕捏,2541900,1
驗鈔機,22500,1
鈔券,22500,1
恆楊,22500,1
殺菌點,22500,1
面額,22500,1
點鈔機,22500,1
寶橋路,22500,1
清點,22500,1
消毒棒,22500,1
殘留菌量,22500,1
新莊區,22500,1
剔除,22500,1
點驗,22500,1
數鈔,22500,1
果加,22500,1
膜組,22500,1
楊秉軒,22500,1
打氣機,437338,1
包郵,437338,1
鏈接,437338,1
便攜式,437338,1
球類,437338,1
胎壓,437338,1
駕護,437338,1
後臺,437338,1
氣嘴,437338,1
出氣型,437338,1
游泳地,437338,1
摩托,437338,1
獨角仙,4200,1
防雨罩,4200,1
濕艙,4200,1
短途,4200,1
挺廓,4200,1
空氣墊,4200,1
負擔感,4200,1
拉牌,4200,1
松永,4200,1
時尚感,4200,1
背負感,4200,1
宗像,4200,1
貼膠,4200,1
度假,4200,1
長官,4200,1
鼓動,160520,1
擊鼓,160520,1
擊鼓秀,160520,1
打鼓,160520,1
綠色區,160520,1
橘色區,160520,1
黃色區,160520,1
百老匯,160520,1
鼓手,160520,1
等同,160520,1
發展處,160520,1
善導寺站,160520,1
醫院站,160520,1
鼓一,160520,1
調整權,160520,1
耳機派對,160520,1
獅子王,160520,1
座位圖,160520,1
後袋,94620,1
久背,94620,1
容量袋,94620,1
悶汗,94620,1
超涼,94620,1
超有風,94620,1
肩帶鈕,94620,1
主容,94620,1
量袋,94620,1
丹尼防,94620,1
尼龍防,94620,1
潮耐,94620,1
調胸,94620,1
扣減壓,94620,1
亂晃,94620,1
好口碑,94620,1
泡孔,94620,1
格層區,94620,1
提示牌,1957260,1
地下室,1957260,1
掉寶,1957260,1
監獄,1957260,1
星域,1957260,1
核劫倒數,1957260,1
核彈,1957260,1
歹徒,1957260,1
奇航,1957260,1
栢龍,1957260,1
超入,1957260,1
天姬,1957260,1
創本,1957260,1
核劫,1957260,1
關進,1957260,1
卡關,1957260,1
大滿貫,1957260,1
體驗版,1957260,1
出風量,14194,1
摺數,14194,1
壓差,14194,1
照组,14194,1
高出風量,14194,1
安你心,14194,1
霉臭味,14194,1
蛋白酶,14194,1
样菌,14194,1
數不清,14194,1
紅十字會,78265,1
背包組,78265,1
小玲,78265,1
杜南,78265,1
亨利,78265,1
聖誕老人,78265,1
紅十字,78265,1
傷兵,78265,1
重建區,78265,1
蘇法利諾,78265,1
莫拉克,78265,1
震驚,78265,1
戰場,78265,1
沙丘,6050,1
酷樂園,6050,1
里海,6050,1
壯圍,6050,1
地職人,6050,1
官邸,6050,1
星源,6050,1
沐旅,6050,1
漁曜,6050,1
海物,6050,1
私廚,6050,1
蔡明亮,6050,1
香魚,6050,1
金柑,6050,1
用食,6050,1
農漁業,6050,1
八甲香魚,6050,1
宜蘭斑,6050,1
食考房,6050,1
蓮花茶,6050,1
櫻花蝦,6050,1
白蝦,6050,1
風衣,334580,1
機能褲,334580,1
下檔,334580,1
童風衣,334580,1
開心果,334580,1
童裝,334580,1
溜下,334580,1
褲圍,334580,1
湖人,334580,1
熔岩灰,334580,1
波爾多紅,334580,1
流沙金,334580,1
防護衣,334580,1
前長,334580,1
後長,334580,1
姐妹,334580,1
反光條,334580,1
鮮烘,40120,1
乾香菇,40120,1
菇園,40120,1
水里,40120,1
毒乾,40120,1
烘菇,40120,1
鑫鮮,40120,1
水里鄉,40120,1
囤菇,40120,1
鑫鮮菇園,40120,1
菇農,40120,1
烘爐,40120,1
金亮,40120,1
菇寮,40120,1
烘製,40120,1
燉湯,40120,1
賣像,40120,1
出價,40120,1
新潮代,199980,1
公獸,199980,1
母獸,199980,1
招口財,199980,1
鑽銀,199980,1
三腳,199980,1
龍龜,199980,1
旺財,199980,1
風水師,199980,1
吉位,199980,1
外匯,199980,1
股票商,199980,1
側影,199980,1
轉角線,199980,1
恆久遠,199980,1
日日斗金,199980,1
木胡,199980,1
蛻變為,199980,1
潤流線,199980,1
守財,199980,1
驅凶,199980,1
雕塑土,199980,1
手工盒,199980,1
環用,199980,1
錫合金版,199980,1
前肚,199980,1
摳出,199980,1
膠狀物,199980,1
代招,199980,1
財淋,199980,1
低調金,245760,1
義大利人,245760,1
充電面,245760,1
追到,245760,1
綁住,245760,1
誕生史,245760,1
簡稱為,245760,1
快充將,245760,1
反插,245760,1
安培,245760,1
超高功率,245760,1
冰晶,245760,1
白在,245760,1
凸現,245760,1
自已,700,1
泥盆,700,1
小伙伴,700,1
盆器,700,1
面對完,700,1
紋絡,700,1
款示,700,1
彷舊,700,1
木頭架,700,1
北歐風電視牆,700,1
偷藏,700,1
白窗台,700,1
仙人,700,1
掌組盆,700,1
空濾,700,1
脫盆,700,1
決定好,700,1
舖設,700,1
作完,700,1
互視,700,1
昆明街,700,1
北門站,700,1
樂此不疲,700,1
老師父,700,1
零亂,700,1
空蕩蕩,700,1
隨心所至,700,1
辨公室,700,1
學完,700,1
協調性,700,1
小品,700,1
伊葛街,10800,1
内心,10800,1
伊葛,10800,1
直譯,10800,1
幽黑,10800,1
聽衆,10800,1
購票,10800,1
挽扎歌,10800,1
置評,10800,1
無射,10800,1
清震,10800,1
连求,10800,1
积程,10800,1
年天,10800,1
中电学,10800,1
欣人隊,10800,1
年歌,10800,1
平行線,10800,1
殘缺,10800,1
一首首,10800,1
機遇,10800,1
海藍,10800,1
引人,10800,1
懸浮筷,1084177,1
陳昭光,1084177,1
筷尖,1084177,1
持用,1084177,1
東麗,1084177,1
水務,1084177,1
沙永傑,1084177,1
痛點,1084177,1
沾汙,1084177,1
山居,118800,1
快充式,118800,1
不單行,118800,1
水機,118800,1
自動制,118800,1
貓星,118800,1
圓仔,118800,1
和泰,118800,1
乙方,118800,1
立書人,118800,1
陳柔安,118800,1
查理,118800,1
甲方,118800,1
洗護,118800,1
活性氧,118800,1
哇哉,2027160,1
時裝秀,2027160,1
邀集,2027160,1
傳授,2027160,1
新鮮人,2027160,1
職位,2027160,1
文字力,2027160,1
企劃力,2027160,1
秀導,2027160,1
楊佩綺,2027160,1
時尚圈,2027160,1
包羅萬象,2027160,1
訓練班,2027160,1
宴會,2027160,1
珍福,2026098,1
登天,2026098,1
口舌,2026098,1
野嶺,2026098,1
黑糖包,2026098,1
荒郊,2026098,1
香濃,2026098,1
遊子,2026098,1
共通,2026098,1
異鄉,2026098,1
費盡,2026098,1
想念,2026098,1
舉杯,2026098,1
解思鄉,2026098,1
情愁,2026098,1
情珍福,2026098,1
請客,2026098,1
荒山,2026098,1
飲店,2026098,1
難幸好,2026098,1
紅糖,2026098,1
開箱篇,2026098,1
袋袋,2026098,1
失戀,2026098,1
筆力尺,1003190,1
職人款,1003190,1
竹織,1003190,1
心款,1003190,1
創夏,1003190,1
燻竹筆,1003190,1
掛套,1003190,1
魔擦,1003190,1
文具箱,1003190,1
琢磨,1003190,1
代表物,1003190,1
匠級,1003190,1
鋼構,1003190,1
三角片,1003190,1
裝柱體,1003190,1
燻竹卡,1003190,1
尺規,1003190,1
盡述,1003190,1
加尺,1003190,1
工作筆,1003190,1
起筆,1003190,1
落好,1003190,1
兼容擦擦,1003190,1
磨蕊器,1003190,1
費煞,1003190,1
三角柱型,1003190,1
筆力,1003190,1
尺身,1003190,1
曜岩灰,1003190,1
戰國,401601,1
總裁,401601,1
武將,401601,1
名物,401601,1
今川義元,401601,1
毛利元,401601,1
武田信玄,401601,1
軍配,401601,1
築城,401601,1
南蠻,401601,1
徳川家康,401601,1
伊達,401601,1
政宗,401601,1
領地,401601,1
硬客,401601,1
百鬼,401601,1
北条氏,401601,1
大名卡,401601,1
織田信長,401601,1
領主,401601,1
豊臣秀吉,401601,1
上杉,401601,1
謙信,401601,1
千代,401601,1
巫女,401601,1
武將卡,401601,1
国総,401601,1
勢力,401601,1
群雄,401601,1
茶茶,401601,1
野心,401601,1
白箱,11100,1
白籍,11100,1
流行館,11100,1
線上展,11100,1
透析,11100,1
系所,11100,1
資傳,11100,1
學長姐,11100,1
資訊活,11100,1
策展組,11100,1
觀覽,11100,1
予以,11100,1
白種,11100,1
息室,11100,1
柯曉君,11100,1
陳宜鎮,11100,1
宛桶,11100,1
陳詩云,11100,1
鍾妮瑾,11100,1
椰棕,53475,1
洗碗布,53475,1
裸買,53475,1
剩菜,53475,1
望而,53475,1
剩飯,53475,1
蓋蓋,53475,1
進得了,53475,1
入得了,53475,1
繩袋,53475,1
提拿,53475,1
木漿棉,53475,1
遊慾,1008305,1
壞壞,1008305,1
微床,1008305,1
慾友,1008305,1
圈內人,1008305,1
卡背,1008305,1
荷木,1008305,1
兩性,1008305,1
懶懶,1008305,1
叢林系,1008305,1
懶毛,1008305,1
嘎羽,1008305,1
姿勢篇,1008305,1
指尖温,1008305,1
點咪,1008305,1
指令牌,1008305,1
時間牌,1008305,1
文畫家,1008305,1
茫然,1008305,1
情趣,1008305,1
學好,1008305,1
夫妻,1008305,1
切工,19900,1
臻愛,19900,1
保證卡,19900,1
不可攀,19900,1
愛苗,19900,1
銀鍊,19900,1
合金鍊,19900,1
自由客製,19900,1
理想式,19900,1
觀賞鏡,19900,1
支箭,19900,1
顆心,19900,1
切磨,19900,1
報答,19900,1
補鑲,19900,1
銀飾品,19900,1
銠液,19900,1
厚金,19900,1
對稱性,19900,1
火光,19900,1
顆數,19900,1
鑲鑽,19900,1
掉鑽,19900,1
包膜,19900,1
視場角,10461700,1
線下,10461700,1
額頭墊,10461700,1
泛用性,10461700,1
巨幕,10461700,1
其境,10461700,1
昡洸,57000,1
系言,57000,1
設計節,57000,1
聾啞,57000,1
閨蜜周,57000,1
陳薇,57000,1
溫廷叡,57000,1
何星冉,57000,1
林芷晴,57000,1
林彥禛,57000,1
作詞,57000,1
前置期,57000,1
後置期,57000,1
投報,57000,1
叡何,57000,1
二楼,57000,1
太言,57000,1
稜一,57000,1
王家,57000,1
領班,57000,1
展演期,57000,1
勒索,57000,1
傷人,57000,1
主創,57000,1
速食,57000,1
傾向,57000,1
擔綱,57000,1
未定,57000,1
竹盒,2499358,1
花牌,2499358,1
羅寗,2499358,1
金馬中發,2499358,1
五峰,2499358,1
六龜,2499358,1
二鹿,2499358,1
七美,2499358,1
九份,2499358,1
鋁盒,2499358,1
密胺,2499358,1
孟宗竹,2499358,1
料材,2499358,1
蓮霧,2499358,1
風光,2499358,1
芒果,2499358,1
鑰匙圈組,2499358,1
司法,162894,1
鎏金,162894,1
重啟,162894,1
優先,162894,1
微光,162894,1
形塑,162894,1
自線,162894,1
連面,162894,1
極限量,162894,1
東爵,162894,1
植物園站,162894,1
行控,162894,1
臺金,162894,1
漫遊,162894,1
推手,162894,1
植物園,162894,1
大都會,162894,1
胸背帶,472580,1
圍住,472580,1
束腰,472580,1
鎖拉鍊,472580,1
拆扣,472580,1
民生路,472580,1
塑膠類,472580,1
正度,472580,1
正庚院,472580,1
伸展性,472580,1
折手,472580,1
乙基,472580,1
蕭國平,238739,1
風味版,238739,1
分享壺,238739,1
濾架,238739,1
噴嘖團,238739,1
支入,238739,1
大磨,238739,1
鑽石手,238739,1
編織網,238739,1
艾凡里,238739,1
外观设计专,238739,1
利证书,238739,1
龙井区东,238739,1
海村,238739,1
登记,238739,1
利法,238739,1
自投权,238739,1
中请日,238739,1
公告日,238739,1
登记时,238739,1
頡懋,0,1
膠粒,0,1
頡欣,0,1
構形,0,1
精確度,0,1
鑄件,0,1
工件,0,1
色粉,0,1
木粉,0,1
灰粉,0,1
稻殼粉,0,1
試印,0,1
印不了,0,1
風盾,1980,1
污染物,1980,1
風牆,1980,1
神盾,1980,1
經鬆,1980,1
加劇,1980,1
營造出,1980,1
星期八,28400,1
漂流瓶,28400,1
含貼紙,28400,1
圈子,28400,1
小瓜,28400,1
佳舒,28400,1
搞砸,28400,1
十全,28400,1
匿名,28400,1
解惑,28400,1
專心,28400,1
音樂派,150670,1
台功,150670,1
跑吧,150670,1
何芝蓉,150670,1
音業,150670,1
派對型,150670,1
音樂派對,150670,1
投稿給,150670,1
發送給,150670,1
資樂,150670,1
創玩法,150670,1
絲素肽,1342520,1
液態皂,1342520,1
絲素,1342520,1
液皂,1342520,1
養蠶,1342520,1
迷境,1342520,1
起泡性,1342520,1
肽液態,1342520,1
蠶農,1342520,1
野曦,1342520,1
晚安,1342520,1
微醺,1342520,1
搓揉,1342520,1
飽餐,710450,1
纖卡寶,710450,1
營養餐,710450,1
寶飽餐,710450,1
營樣,710450,1
一足,710450,1
泛酸,710450,1
葉酸,710450,1
生物素,710450,1
膽素,710450,1
複合性,710450,1
馬鈴薯,710450,1
藜麥,710450,1
洄藝,19900,1
藝創系,19900,1
老厝味,19900,1
樹心,19900,1
道出,19900,1
會館,19900,1
在地性,19900,1
緊握,19900,1
傲氣,19900,1
黃土,19900,1
西門站,19900,1
特施,19900,1
換車頭,19900,1
東里村,19900,1
花束,19900,1
化界,19900,1
芒芒,19900,1
草木染,19900,1
陶樂絲,19900,1
知食,19900,1
物換星移,19900,1
瞥見,19900,1
一絲絲,19900,1
發熱片,96800,1
段階,96800,1
貝殼棉,96800,1
穿法,96800,1
洋蔥式,96800,1
禦寒,96800,1
牡蠣殼,96800,1
究極,96800,1
塑膠瓶,96800,1
儲物罐,101320,1
竹料,101320,1
排氣閥,101320,1
密封環,101320,1
渴飛,101320,1
擺在,101320,1
瓶身為,101320,1
不僅僅有,101320,1
脆度,101320,1
可磁吸,101320,1
錯當,101320,1
竹紋,101320,1
考盛,101320,1
安全驗,101320,1
商級,101320,1
養素,101320,1
加礦,101320,1
单線,101320,1
结詢,101320,1
相懲,101320,1
書師,101320,1
愛亞,101320,1
蜜香,13140,1
茶甸仔,13140,1
鹿谷,13140,1
茶盒,13140,1
茶鄉,13140,1
香韻,13140,1
回甘味,13140,1
湧上來,13140,1
蜜香味,13140,1
手採茶,13140,1
蘊醇,13140,1
蜜味,13140,1
茶粒,13140,1
聖凍頂,13140,1
烏龍醇,13140,1
茶款,13140,1
韻甘醇,13140,1
茶蜜甜,13140,1
熟茶,13140,1
蜜香红茶,13140,1
瓜月,13140,1
加红,13140,1
茶粤仔,13140,1
配上,13140,1
茶味,13140,1
沖泡出,13140,1
果香味,13140,1
清淡,13140,1
添上,13140,1
琥珀色,13140,1
杰鼎奧拉,8050,1
十合一,8050,1
顯示到,8050,1
卡埠,8050,1
鋼鐵灰,8050,1
順序,8050,1
食衣住行,19500,1
景觀,19500,1
防空洞,19500,1
重慶,19500,1
金鼎獎,19500,1
支持團,19500,1
防空,19500,1
論述,19500,1
生活類,19500,1
改建成,19500,1
時舒卷,19500,1
知識度,19500,1
冶鑄,19500,1
彙朗,19500,1
阿邁里斯,19500,1
范懷仁,19500,1
彰化站,19500,1
姚仁喜,19500,1
大元,19500,1
森提亞,19500,1
佐魯,19500,1
遊戲場,19500,1
清控,19500,1
人居,19500,1
素樸,19500,1
吉岩,19500,1
療養園,19500,1
一本萬綠,19500,1
雙樹,19500,1
支持價,19500,1
選共,19500,1
遊憩區,19500,1
企想,19500,1
水鑽,105510,1
神助,105510,1
升遷,105510,1
保安康,105510,1
面試,105510,1
禮金,105510,1
印花布,105510,1
連環炮,105510,1
加薪,105510,1
夢成圓,105510,1
驚喜禮,105510,1
喜氣,105510,1
財神,105510,1
切面,105510,1
美術紙,105510,1
拋進,105510,1
鴻運,105510,1
無墨,42060,1
永恆筆,42060,1
直線型,42060,1
情意,42060,1
宜筆,42060,1
木值,42060,1
東方素,42060,1
筆伴,42060,1
文墨,42060,1
如尋常,42060,1
匠師,42060,1
精磨,42060,1
金屬筆,42060,1
比翼,42060,1
雙飛,42060,1
附含,42060,1
功成名就,42060,1
棕色款,42060,1
墨水筆,42060,1
耐腐,42060,1
手酸,42060,1
自用,42060,1
晚輩,42060,1
融合成,42060,1
精隨,42060,1
氧化物,42060,1
解禪,87920,1
耶加雪夫,87920,1
棉手帕,87920,1
厭世貓,87920,1
老小孩,87920,1
早安,87920,1
沖濾掛,87920,1
不等式,87920,1
動筆畫,87920,1
練習圖,87920,1
連結給,87920,1
羅德島,87920,1
隨行本,87920,1
出裝,87920,1
萬用袋,87920,1
張卡紙,87920,1
眼手,87920,1
貓杯袋,87920,1
默圖,87920,1
繪心室,87920,1
繞愛,87920,1
水期,87920,1
加夫,87920,1
鮮膜,344960,1
愛循,344960,1
塑害,344960,1
切盒,344960,1
分解劑,344960,1
滑刀,344960,1
生物質,344960,1
零塑化劑,344960,1
紅樂,344960,1
菜葉,344960,1
分裂成,344960,1
特惠價,344960,1
翻動,344960,1
下列,344960,1
初九,21142,1
初二,21142,1
蘑菇款,21142,1
農民曆,21142,1
花款,21142,1
初十,21142,1
知曉,21142,1
連補班,21142,1
簡生活,21142,1
雪銅紙,21142,1
功用性,21142,1
限量組,21142,1
創刊,21142,1
迸發出,21142,1
蘑菇紙,21142,1
九折,21142,1
秋節,21142,1
廿八,21142,1
啃咬,65100,1
抗咬,65100,1
拉耐,65100,1
咬耐,65100,1
咬斷,65100,1
耐拉,65100,1
耐磨耐,65100,1
耐咬,65100,1
脾氣,65100,1
抓壞,65100,1
磨牙線,65100,1
出籠,65100,1
透透風,65100,1
啄壞,65100,1
闖禍,65100,1
忌避劑,65100,1
辣粉,65100,1
咬弄,65100,1
咬玩,65100,1
不打緊,65100,1
地圖板,3800,1
遊戲卡,3800,1
競賽型,3800,1
示章圖,3800,1
改會,3800,1
聖光賢,3800,1
姫莎,3800,1
亞瑟,3800,1
田螺,3800,1
洛伊,3800,1
沙法,3800,1
手性,3800,1
失一,3800,1
小厚卡,3800,1
小卡牌,3800,1
空白格,3800,1
樣本圖,3800,1
不期而遇,38220,1
老奶奶,38220,1
木架,38220,1
紅絲絨,38220,1
兩點一,38220,1
八寶,38220,1
檸檬磅,38220,1
布朗尼,38220,1
紅絲城,38220,1
相逢,38220,1
甜點派對,38220,1
故事卡,38220,1
相约,38220,1
道味,38220,1
述路相逢,38220,1
剉冰,38220,1
泰戈爾,38220,1
水青岡,98150,1
葉紙,98150,1
擴香紙,98150,1
脈理,98150,1
吸水紙,98150,1
檫樹,98150,1
樹枝,98150,1
金黃,98150,1
孑遺,98150,1
照耀,98150,1
凸板,98150,1
富足,98150,1
魔吸,214150,1
固定住,214150,1
固定板,214150,1
磁吸力,214150,1
夾臂,214150,1
螢幕面,214150,1
超值組,214150,1
葛瑞絲香草田,100000,1
溫植,100000,1
齒葉,100000,1
葛瑞絲,100000,1
香草田,100000,1
葛瑞絲香,100000,1
草田,100000,1
劉志宏,100000,1
純質,100000,1
吸收度,100000,1
拉丁,100000,1
潔面霜,100000,1
皺亮白,100000,1
精華霜,100000,1
敷上,100000,1
飛行球,3878631,1
魔法棒,3878631,1
迴旋,3878631,1
投權,3878631,1
君辰,3878631,1
幸福彤話,3878631,1
嵐嵐仔,3878631,1
彤話,3878631,1
紓壓感,3878631,1
重拾人,3878631,1
蛇球,3878631,1
魔幻組,3878631,1
修練,3878631,1
球狀,3878631,1
花式,3878631,1
接住,3878631,1
面對面,3878631,1
待用,28200,1
北濱,28200,1
梧棲,28200,1
郵資費,28200,1
花藝,28200,1
人員費,28200,1
雜項,28200,1
賦能,28200,1
錄影費,28200,1
管理費,28200,1
瑞濱,28200,1
深山,28200,1
那瑪夏,28200,1
禪光,28200,1
選物所,2347,1
留白,2347,1
乳白,2347,1
安夏里,2347,1
書寫紙,2347,1
厚厚,2347,1
張上質,2347,1
立好,2347,1
牛皮紙卡,2347,1
塗鴉本,2347,1
日曆紙,2347,1
半半,2347,1
亞麻色束,2347,1
